73.3%	1179
73.4%	2367
73.5%	1186
73.6%	2375
73.7%	1189
73.8%	2383
73.9%	1193
74.0%	2401
74.1%	1204
74.2%	2413
74.3%	1212
74.4%	2427
74.5%	1215
74.6%	2439
74.7%	1221
74.8%	2447
74.9%	1225
75.0%	2455
75.1%	1230
75.2%	2465
75.3%	1234
75.4%	2473
75.5%	1239
75.6%	2481
75.7%	1243
75.8%	2491
75.9%	1247
76.0%	2499
76.1%	1253
76.2%	2513
76.3%	1259
76.4%	2527
76.5%	1266
76.6%	2547
76.7%	1276
76.8%	2559
76.9%	1283
77.0%	2569
77.1%	1286
77.2%	2577
77.3%	1294
77.4%	2591
77.5%	1297
77.6%	2601
77.7%	1305
77.8%	2614
77.9%	1309
78.0%	2621
78.1%	1312
78.2%	2629
78.3%	1319
78.4%	2651
78.5%	1328
78.6%	2659
78.7%	1332
78.8%	2668
78.9%	1336
79.0%	2679
79.1%	1343
79.2%	2690
79.3%	1348
79.4%	2700
79.5%	1352
79.6%	2707
79.7%	1356
79.8%	2719
79.9%	1361
80.0%	2728
80.1%	1366
80.2%	2735
80.3%	1369
80.4%	2750
80.5%	1382
80.6%	2767
80.7%	1385
80.8%	2787
80.9%	1396
81.0%	2799
81.1%	1402
81.2%	2821
81.3%	1414
81.4%	2838
81.5%	1424
81.6%	2865
81.7%	1438
81.8%	2879
81.9%	1441
82.0%	2897
82.1%	1451
82.2%	2913
82.3%	1460
82.4%	2934
82.5%	1473
82.6%	2949
82.7%	1479
82.8%	2967
82.9%	1486
83.0%	2975
83.1%	1489
83.2%	2985
83.3%	1495
83.4%	2997
83.5%	1503
83.6%	3011
83.7%	1508
83.8%	3021
83.9%	1512
84.0%	3029
84.1%	1525
84.2%	3057
84.3%	1536
84.4%	3083
84.5%	1546
84.6%	3096
84.7%	1550
84.8%	3111
84.9%	1560
85.0%	3129
85.1%	1568
85.2%	3144
85.3%	1575
85.4%	3154
85.5%	1580
85.6%	3171
85.7%	1588
85.8%	3180
85.9%	1593
86.0%	3189
86.1%	1600
86.2%	3209
86.3%	1608
86.4%	3238
86.5%	1624
86.6%	3260
86.7%	1633
86.8%	3291
86.9%	1648
87.0%	3317
87.1%	1664
87.2%	3335
87.3%	1674
87.4%	3354
87.5%	1681
87.6%	3377
87.7%	1698
87.8%	3399
87.9%	1714
88.0%	3439
88.1%	1725
88.2%	3454
88.3%	1730
88.4%	3468
88.5%	1740
88.6%	3490
88.7%	1760
88.8%	3525
88.9%	1768
89.0%	3546
89.1%	1782
89.2%	3581
89.3%	1800
89.4%	3633
89.5%	1832
89.6%	3675
89.7%	1842
89.8%	3702
89.9%	1863
90.0%	3732
90.1%	1874
90.2%	3757
90.3%	1886
90.4%	3794
90.5%	1918
90.6%	3845
90.7%	1934
90.8%	3885
90.9%	1950
91.0%	3909
91.1%	1959
91.2%	3939
91.3%	1976
91.4%	4011
91.5%	2034
91.6%	4083
91.7%	2054
91.8%	4113
91.9%	2060
92.0%	4133
92.1%	2072
92.2%	4166
92.3%	2094
92.4%	4201
92.5%	2108
92.6%	4251
92.7%	2138
92.8%	4331
92.9%	2176
93.0%	4379
93.1%	2193
93.2%	4410
93.3%	2218
93.4%	4477
93.5%	2261
93.6%	4560
93.7%	2292
93.8%	4615
93.9%	2314
94.0%	4651
94.1%	2330
94.2%	4698
94.3%	2362
94.4%	4763
94.5%	2420
94.6%	4857
94.7%	2433
94.8%	4881
94.9%	2473
95.0%	4951
95.1%	2478
95.2%	4999
95.3%	2504
95.4%	5089
95.5%	2556
95.6%	5117
95.7%	2585
95.8%	5215
95.9%	2634
96.0%	5305
96.1%	2701
96.2%	5489
96.3%	2781
96.4%	5586
96.5%	2813
96.6%	5657
96.7%	2848
96.8%	5716
96.9%	2868
97.0%	5826
97.1%	2939
97.2%	5939
97.3%	3016
97.4%	6103
97.5%	3090
97.6%	6235
97.7%	3178
97.8%	6438
97.9%	3287
98.0%	6643
98.1%	3364
98.2%	6735
98.3%	3374
98.4%	6909
98.5%	3607
98.6%	7429
98.7%	3799
98.8%	7645
98.9%	3898
99.0%	7963
99.1%	4059
99.2%	8247
99.3%	4242
99.4%	8524
99.5%	4476
99.6%	9416
99.7%	6295
99.8%	12775
99.9%	7093
