93.7%	21809
93.8%	16562
93.9%	22154
94.0%	16678
94.1%	16741
94.2%	22411
94.3%	16893
94.4%	22597
94.5%	16994
94.6%	22805
94.7%	17259
94.8%	23206
94.9%	17514
95.0%	17710
95.1%	23834
95.2%	18004
95.3%	24188
95.4%	18211
95.5%	24692
95.6%	18765
95.7%	25230
95.8%	19011
95.9%	25597
96.0%	19501
96.1%	19653
96.2%	26375
96.3%	19921
96.4%	26740
96.5%	20208
96.6%	27116
96.7%	20524
96.8%	27633
96.9%	20975
97.0%	21317
97.1%	28632
97.2%	21841
97.3%	29408
97.4%	22237
97.5%	29962
97.6%	22747
97.7%	30806
97.8%	23359
97.9%	31362
98.0%	24006
98.1%	24617
98.2%	33727
98.3%	26124
98.4%	35593
98.5%	27154
98.6%	37271
98.7%	28669
98.8%	38778
98.9%	30049
99.0%	30313
99.1%	41327
99.2%	31732
99.3%	43746
99.4%	34687
99.5%	48169
99.6%	40924
99.7%	59206
99.8%	46881
99.9%	76284
